Diện tích,Phòng ngủ,Phòng tắm,Pháp lý,Ngày đăng,Mã BĐS,Địa chỉ,Giá,Mã ĐVHC
121.0,3,2,Hợp đồng mua bán,11/03/2023,21614134," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",8 tỷ 200 triệu,767
71.0,2,1,Hợp đồng mua bán,11/03/2023,21262637," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 450 triệu,767
86.0,2,2,Hợp đồng mua bán,11/03/2023,21793498," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 400 triệu,767
65.0,2,1,Hợp đồng mua bán,11/03/2023,21262618," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 190 triệu,767
117.0,3,2,Hợp đồng mua bán,11/03/2023,21743064," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 500 triệu,767
104.0,3,2,Hợp đồng mua bán,11/03/2023,21262600," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 800 triệu,767
104.0,3,2,Hợp đồng mua bán,11/03/2023,21743049," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",7 tỷ,767
71.0,2,2,Hợp đồng mua bán,11/03/2023,21262574," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 200 triệu,767
68.0,2,2,Hợp đồng mua bán,11/03/2023,21262551," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",2 tỷ 750 triệu,767
160.0,3,3,Hợp đồng mua bán,11/03/2023,21712208," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",8 tỷ 500 triệu,767
71.0,2,2,Hợp đồng mua bán,11/03/2023,21262528," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 500 triệu,767
96.0,2,2,Hợp đồng mua bán,11/03/2023,21702404," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 100 triệu,767
63.0,2,2,Hợp đồng mua bán,11/03/2023,21250857," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 250 triệu,767
71.0,2,1,Hợp đồng mua bán,11/03/2023,21250854," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 500 triệu,767
112.0,2,2,Hợp đồng mua bán,11/03/2023,21250849," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 250 triệu,767
96.0,2,2,Hợp đồng mua bán,11/03/2023,21223816," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 150 triệu,767
121.0,3,3,Hợp đồng mua bán,11/03/2023,21702310," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",8 tỷ 800 triệu,767
71.0,2,2,Hợp đồng mua bán,11/03/2023,21377091," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 500 triệu,767
160.0,3,2,Hợp đồng mua bán,11/03/2023,21263658," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",8 tỷ 640 triệu,767
104.0,3,2,Hợp đồng mua bán,11/03/2023,21262503," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 500 triệu,767
96.0,2,2,Hợp đồng mua bán,11/03/2023,21684627," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 80 triệu,767
85.0,2,2,Hợp đồng mua bán,11/03/2023,21255489," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 150 triệu,767
96.0,2,2,Hợp đồng mua bán,11/03/2023,21684620," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 80 triệu,767
71.0,2,2,Hợp đồng mua bán,11/03/2023,21255480," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 250 triệu,767
85.0,2,2,Không xác định,11/03/2023,21684616," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 150 triệu,767
121.0,3,2,Hợp đồng mua bán,11/03/2023,21253560," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",8 tỷ 500 triệu,767
85.0,2,2,Hợp đồng mua bán,11/03/2023,21684611," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 500 triệu,767
63.0,2,2,Hợp đồng mua bán,11/03/2023,21253480," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ,767
96.0,2,2,Sổ hồng,11/03/2023,21253454," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 900 triệu,767
112.0,2,2,Hợp đồng mua bán,11/03/2023,21678535," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 850 triệu,767
63.0,2,2,Hợp đồng mua bán,11/03/2023,21253432," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 150 triệu,767
96.0,2,2,Hợp đồng mua bán,11/03/2023,21678532," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 100 triệu,767
160.0,2,2,Hợp đồng mua bán,11/03/2023,21253260," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",8 tỷ 900 triệu,767
53.0,1,1,Hợp đồng mua bán,11/03/2023,21253215," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",2 tỷ 700 triệu,767
107.0,8,3,Hợp đồng mua bán,11/03/2023,21250966," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 500 triệu,767
53.0,1,1,Hợp đồng mua bán,11/03/2023,21250943," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",2 tỷ 500 triệu,767
96.0,2,2,Hợp đồng mua bán,11/03/2023,21732950," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 250 triệu,767
71.0,2,2,Hợp đồng mua bán,11/03/2023,21250934," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 250 triệu,767
104.0,3,2,Hợp đồng mua bán,11/03/2023,21250922," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 800 triệu,767
127.0,3,3,Hợp đồng mua bán,11/03/2023,21250863," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 500 triệu,767
160.0,3,3,Hợp đồng mua bán,11/03/2023,21712231," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",8 tỷ 500 triệu,767
104.0,2,2,Hợp đồng mua bán,11/03/2023,21219161," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 500 triệu,767
156.0,3,3,Hợp đồng mua bán,11/03/2023,21215859," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",6 tỷ,767
63.0,2,2,Hợp đồng mua bán,11/03/2023,21214614," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 450 triệu,767
92.0,2,2,Hợp đồng mua bán,11/03/2023,21210102," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 500 triệu,767
107.0,3,2,Hợp đồng mua bán,11/03/2023,21217368," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 500 triệu,767
85.0,2,2,Hợp đồng mua bán,11/03/2023,21675446," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 150 triệu,767
63.0,2,2,Hợp đồng mua bán,11/03/2023,21216315," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 180 triệu,767
85.0,2,2,Không xác định,11/03/2023,21675440," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 141 triệu,767
104.0,3,2,Hợp đồng mua bán,11/03/2023,21216244," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 400 triệu,767
71.0,2,2,Hợp đồng mua bán,11/03/2023,21215502," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 500 triệu,767
121.0,3,3,Hợp đồng mua bán,11/03/2023,21675420," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",8 tỷ 100 triệu,767
63.0,2,1,Hợp đồng mua bán,11/03/2023,21213847," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",2 tỷ 900 triệu,767
86.0,2,2,Hợp đồng mua bán,11/03/2023,21675409," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",6 tỷ,767
112.0,2,2,Hợp đồng mua bán,11/03/2023,21213840," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 500 triệu,767
71.0,2,2,Không xác định,11/03/2023,21652214," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 650 triệu,767
97.7,2,2,Hợp đồng mua bán,11/03/2023,21213782," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 900 triệu,767
92.0,2,2,Hợp đồng mua bán,11/03/2023,21652180," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 600 triệu,767
53.0,1,1,Hợp đồng mua bán,11/03/2023,21213775," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",2 tỷ 600 triệu,767
100.0,2,2,Hợp đồng mua bán,11/03/2023,21213759," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 900 triệu,767
88.0,2,2,Hợp đồng mua bán,11/03/2023,21210041," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 100 triệu,767
85.0,2,2,Hợp đồng mua bán,11/03/2023,21765369," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 452 triệu,767
160.0,2,2,Hợp đồng mua bán,11/03/2023,21209957," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",8 tỷ 700 triệu,767
88.0,2,2,Hợp đồng mua bán,11/03/2023,21209932," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 500 triệu,767
85.0,2,2,Hợp đồng mua bán,11/03/2023,21765354," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 450 triệu,767
71.0,2,2,Hợp đồng mua bán,11/03/2023,21208674," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 300 triệu,767
141.0,3,3,Hợp đồng mua bán,11/03/2023,21758682," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",8 tỷ,767
63.0,2,2,Hợp đồng mua bán,11/03/2023,21208664," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",2 tỷ 990 triệu,767
104.0,3,3,Hợp đồng mua bán,11/03/2023,21208656," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ,767
117.0,3,2,Hợp đồng mua bán,11/03/2023,21751322," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",7 tỷ 120 triệu,767
63.0,2,2,Hợp đồng mua bán,11/03/2023,21208648," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 250 triệu,767
85.0,2,2,Hợp đồng mua bán,11/03/2023,21751259," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 380 triệu,767
63.0,2,1,Hợp đồng mua bán,11/03/2023,21208592," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 300 triệu,767
85.0,2,2,Hợp đồng mua bán,11/03/2023,21751247," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 400 triệu,767
63.0,2,2,Hợp đồng mua bán,11/03/2023,21205373," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 50 triệu,767
117.0,3,2,Hợp đồng mua bán,11/03/2023,21751223," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",6 tỷ 980 triệu,767
88.8,2,2,Hợp đồng mua bán,11/03/2023,21204810," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 300 triệu,767
104.0,3,2,Hợp đồng mua bán,11/03/2023,21304337," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 800 triệu,767
117.0,3,2,Hợp đồng mua bán,11/03/2023,21749602," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 600 triệu,767
71.0,2,2,Hợp đồng mua bán,11/03/2023,21262216," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 200 triệu,767
160.0,2,2,Hợp đồng mua bán,11/03/2023,21216297," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",10 tỷ,767
112.0,2,2,Hợp đồng mua bán,11/03/2023,21216280," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 900 triệu,767
88.8,2,2,Hợp đồng mua bán,11/03/2023,21216230," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 800 triệu,767
63.0,2,1,Hợp đồng mua bán,11/03/2023,21216221," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 200 triệu,767
160.0,3,3,Không xác định,11/03/2023,21652197," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",8 tỷ 500 triệu,767
96.0,2,2,Hợp đồng mua bán,11/03/2023,21216199," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 900 triệu,767
86.0,2,2,Hợp đồng mua bán,11/03/2023,21628313," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",6 tỷ 560 triệu,767
88.8,2,2,Hợp đồng mua bán,11/03/2023,21216188," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 800 triệu,767
85.0,2,2,Hợp đồng mua bán,11/03/2023,21622974," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 440 triệu,767
71.0,2,2,Hợp đồng mua bán,11/03/2023,21216183," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 550 triệu,767
53.0,1,1,Hợp đồng mua bán,11/03/2023,21618460," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",2 tỷ 700 triệu,767
64.0,2,1,Hợp đồng mua bán,11/03/2023,21216177," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 150 triệu,767
84.0,2,2,Hợp đồng mua bán,11/03/2023,21618458," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 500 triệu,767
112.0,2,2,Hợp đồng mua bán,11/03/2023,21215992," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 600 triệu,767
85.0,2,2,Hợp đồng mua bán,11/03/2023,21787922," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 400 triệu,767
63.0,2,2,Hợp đồng mua bán,11/03/2023,21216065," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 100 triệu,767
71.0,2,2,Hợp đồng mua bán,11/03/2023,21215978," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 500 triệu,767
71.0,2,2,Hợp đồng mua bán,11/03/2023,21215959," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 300 triệu,767
85.0,2,2,Hợp đồng mua bán,11/03/2023,21765332," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 450 triệu,767
104.0,3,2,Hợp đồng mua bán,11/03/2023,21215686," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 800 triệu,767
121.0,3,2,Hợp đồng mua bán,11/03/2023,21765320," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",7 tỷ 890 triệu,767
63.0,2,2,Hợp đồng mua bán,11/03/2023,21215635," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 150 triệu,767
96.0,2,2,Hợp đồng mua bán,11/03/2023,21765316," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",6 tỷ 900 triệu,767
63.0,2,2,Hợp đồng mua bán,11/03/2023,21213748," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 180 triệu,767
88.8,2,2,Hợp đồng mua bán,11/03/2023,21204830," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 400 triệu,767
63.0,2,2,Hợp đồng mua bán,11/03/2023,21210153," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ,767
71.0,2,2,Hợp đồng mua bán,11/03/2023,21204489," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 550 triệu,767
117.0,3,3,Hợp đồng mua bán,11/03/2023,21758719," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",6 tỷ 850 triệu,767
67.0,2,2,Hợp đồng mua bán,11/03/2023,21307481," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",2 tỷ 600 triệu,767
85.0,2,2,Hợp đồng mua bán,11/03/2023,21758706," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 280 triệu,767
96.0,2,2,Hợp đồng mua bán,11/03/2023,21289342," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",6 tỷ 880 triệu,767
53.0,2,2,Hợp đồng mua bán,11/03/2023,21250817," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",2 tỷ 600 triệu,767
141.0,3,3,Hợp đồng mua bán,11/03/2023,21758687," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",7 tỷ 800 triệu,767
96.0,2,2,Hợp đồng mua bán,11/03/2023,21249408," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",6 tỷ 680 triệu,767
63.0,2,1,Hợp đồng mua bán,11/03/2023,21249368," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 250 triệu,767
96.0,2,2,Hợp đồng mua bán,11/03/2023,21247569," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",6 tỷ 500 triệu,767
85.0,2,2,Hợp đồng mua bán,11/03/2023,21247546," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 800 triệu,767
85.0,2,2,Hợp đồng mua bán,11/03/2023,21652128," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 180 triệu,767
71.0,2,2,Hợp đồng mua bán,11/03/2023,21247528," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 500 triệu,767
63.0,2,2,Không xác định,11/03/2023,21628343," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 400 triệu,767
104.0,2,2,Sổ hồng,11/03/2023,21247502," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 900 triệu,767
160.0,3,3,Hợp đồng mua bán,11/03/2023,21618448," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",8 tỷ 600 triệu,767
63.0,2,1,Hợp đồng mua bán,11/03/2023,21247475," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 200 triệu,767
71.0,2,2,Hợp đồng mua bán,11/03/2023,21244468," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 400 triệu,767
104.0,3,2,Hợp đồng mua bán,11/03/2023,21222374," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 700 triệu,767
63.0,2,1,Hợp đồng mua bán,11/03/2023,21217496," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 250 triệu,767
71.0,2,2,Hợp đồng mua bán,11/03/2023,21215490," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 480 triệu,767
112.0,2,2,Hợp đồng mua bán,11/03/2023,21787988," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 600 triệu,767
63.0,2,1,Hợp đồng mua bán,11/03/2023,21214825," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 180 triệu,767
96.0,2,2,Hợp đồng mua bán,11/03/2023,21787983," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 180 triệu,767
112.0,3,2,Hợp đồng mua bán,11/03/2023,21214335," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 800 triệu,767
96.0,2,2,Hợp đồng mua bán,11/03/2023,21787974," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 200 triệu,767
63.0,2,2,Hợp đồng mua bán,11/03/2023,21214209," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",2 tỷ 900 triệu,767
85.0,2,2,Hợp đồng mua bán,11/03/2023,21787964," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 450 triệu,767
63.0,2,2,Hợp đồng mua bán,11/03/2023,21213735," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 200 triệu,767
100.0,2,2,Hợp đồng mua bán,11/03/2023,21202906," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 450 triệu,767
71.0,2,2,Hợp đồng mua bán,11/03/2023,21208646," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 400 triệu,767
117.0,2,2,Hợp đồng mua bán,11/03/2023,21289350," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 616 triệu,767
86.0,2,2,Hợp đồng mua bán,11/03/2023,21787930," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",6 tỷ 170 triệu,767
112.0,3,2,Hợp đồng mua bán,11/03/2023,21249420," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 300 triệu,767
96.0,2,2,Hợp đồng mua bán,11/03/2023,21787927," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",6 tỷ 800 triệu,767
88.8,2,2,Hợp đồng mua bán,11/03/2023,21249414," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 950 triệu,767
88.0,2,2,Hợp đồng mua bán,11/03/2023,21758707," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 80 triệu,767
127.0,3,3,Hợp đồng mua bán,11/03/2023,21242601," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ,767
85.0,2,2,Hợp đồng mua bán,11/03/2023,21758691," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 400 triệu,767
66.0,2,2,Hợp đồng mua bán,11/03/2023,22003234," Đào Trí, Phường Phú Thuận, Quận 7, TPHCM",2 tỷ 342 triệu,778
117.0,3,2,Hợp đồng mua bán,11/03/2023,21749593," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 600 triệu,767
85.0,2,2,Hợp đồng mua bán,11/03/2023,21749541," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 400 triệu,767
96.0,2,2,Không xác định,11/03/2023,21614126," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",6 tỷ 800 triệu,767
112.0,3,2,Hợp đồng mua bán,11/03/2023,21823451," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 400 triệu,767
121.0,3,2,Hợp đồng mua bán,11/03/2023,21823443," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",8 tỷ 600 triệu,767
104.0,3,2,Hợp đồng mua bán,11/03/2023,21823438," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 600 triệu,767
92.0,2,2,Hợp đồng mua bán,11/03/2023,21823433," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 700 triệu,767
112.0,2,2,Hợp đồng mua bán,11/03/2023,21821517," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 600 triệu,767
104.0,2,2,Hợp đồng mua bán,11/03/2023,21217481," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 500 triệu,767
96.0,2,2,Hợp đồng mua bán,11/03/2023,21821513," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 200 triệu,767
53.0,1,1,Hợp đồng mua bán,11/03/2023,21224108," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",2 tỷ 650 triệu,767
71.0,2,2,Hợp đồng mua bán,11/03/2023,21222447," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 600 triệu,767
92.0,2,2,Hợp đồng mua bán,11/03/2023,21820785," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 700 triệu,767
